anonymousId,userId,messageId,originalTimestamp,userAgent,page.path,page.referrer,page.search,page.title,page.url,business_id,sponsored_listing,search_text,category,name,path,referrer,search,title,url,category_properties,name_properties,button_name,location,userAgentData.brands,userAgentData.mobile,userAgentData.platform,city,parish,event_type
31556ca1-88da-4cf5-be78-3c9fa7b426d1,,ajs-next-1776051009161-b82ced3c-a9b9-4c1f-9eed-06698188a811,2026-04-13 03:30:09.161000+00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/147.0.7727.47 Mobile/15E148 Safari/604.1",/business_profile/dryer-vent-wizard-of-castle-rock-1754505203290x671062062407191900,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/dryer-vent-wizard-of-castle-rock-1754505203290x671062062407191900,1754505203290x671062062407191900,,,,,,,,,,,,visit_website,,,,,,,button_click
973c64a7-296f-49ff-88d5-40c709375c61,,ajs-next-1776054752138-64a7296f-69ff-48d5-80c7-09375c61f3aa,2026-04-13 04:32:32.138000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1771436045389x658317953644361100",true,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,impression
973c64a7-296f-49ff-88d5-40c709375c61,,ajs-next-1776054751998-e9973c64-a729-4f69-bf48-d540c709375c,2026-04-13 04:32:31.998000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,page
973c64a7-296f-49ff-88d5-40c709375c61,,ajs-next-1776054752311-296f69ff-48d5-40c7-8937-5c61f3aaa070,2026-04-13 04:32:32.311000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1770943484557x164806709481949200, 1753374338412x209529915103450200, 1750436264420x989591292213482400, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1771436045389x658317953644361100",true,,,,,,,,,,,,,"[{'brand': 'Chromium', 'version': '146'}, {'brand': 'Not-A.Brand', 'version': '24'}, {'brand': 'Google Chrome', 'version': '146'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056087314-8e7e3d50-3c42-4b09-ae82-d03f816707cd,2026-04-13 04:54:47.314000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1753374338412x209529915103450200",true,,,,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056106340-f2a0ce7a-e094-4de9-ad51-3566305aabb3,2026-04-13 04:55:06.340000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,1750436264420x989591292213482400,true,,,,,,,,,,,,main_list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056446446-5ef51990-4b00-40e0-b1db-9f57e2958f0e,2026-04-13 05:00:46.446000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,Home Services,,,,,,,,,,main_search,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,Our Lady of Mount Carmel - Littleton,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056105708-7a7d673b-f2a0-4e7a-a094-cde9ed513566,2026-04-13 04:55:05.708000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,page
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056106014-673bf2a0-ce7a-4094-8de9-ed513566305a,2026-04-13 04:55:06.014000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,true,,,,,,,,,,,,sidebar,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056087415-3d503c42-7b09-4e82-903f-816707cd62d1,2026-04-13 04:54:47.415000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"1744335958024x226211831616957250, 1771436045389x658317953644361100, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1750436264420x989591292213482400, 1770943484557x164806709481949200, 1753374338412x209529915103450200",true,,,,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056497140-56390027-d39f-479d-a2d5-708a2d0f4f9b,2026-04-13 05:01:37.140000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,true,,,,,,,,,,,,sidebar,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056496774-8f0e5639-0027-439f-979d-62d5708a2d0f,2026-04-13 05:01:36.774000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,search,search,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,page
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056128388-ed513566-305a-4bb3-ac71-f652bfa845c8,2026-04-13 04:55:28.388000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056103207-3c427b09-2e82-403f-8167-07cd62d181bc,2026-04-13 04:55:03.207000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056103513-7b092e82-d03f-4167-87cd-62d181bcaee3,2026-04-13 04:55:03.513000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,Other,,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056127123-e094cde9-ed51-4566-b05a-abb32c71f652,2026-04-13 04:55:27.123000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056129183-305aabb3-2c71-4652-bfa8-45c89d105ef5,2026-04-13 04:55:29.183000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056087104-90c8568e-7e3d-403c-827b-092e82d03f81,2026-04-13 04:54:47.104000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,,,,index,index,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,page
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056106655-ce7ae094-cde9-4d51-b566-305aabb32c71,2026-04-13 04:55:06.655000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"1761044854709x307607562836745150, 1771021914207x198452557005754900, 1774573166178x561429420668618400, 1757720364741x595714121363069200, 1748581534531x956271769254002200, 1744907031541x119079844893356540, 1744736810207x919925185055488400, 1751744301621x758526182685981300, 1752182630575x854371423894944000, 1764711530894x480989914892320700, 1749580724532x760028975589297300, 1744319857648x144922844539837200, 1754941249648x796792188496967000, 1748389292320x918627677903932400, 1744260813114x505427712482621440, 1749068120323x412920063824988600, 1746843461447x686795565273950000, 1758120880051x675194275556497400, 1750423781412x480534435350699700, 1771538218470x758525499484679000, 1771545376609x752763268373144000, 1745533127765x291393362647413700, 1763305551668x997299018011994600, 1755271286521x378031808974615550, 1747184079669x994211808429350800, 1762889659042x996969350831174300, 1769719058268x843927058977011000, 1768427614253x929508274229176300, 1748365021326x105262688542451250, 1752687366861x422755081931784260, 1747221865162x703532834449508000, 1764342295066x618134664283571500, 1769635123521x385801932800474700, 1770755356265x111382421474427680, 1747163465846x476237095610093000, 1757355028996x505189727810192200, 1763569204895x378265538177280400, 1745597587022x519433479989605000, 1762364811793x796217509980630800, 1747165674437x491901038958021200, 1744282156200x727555159743162000, 1747170561218x640297169073643000, 1765001972595x338020444395840100, 1751402056748x637551618886434600, 1750784475796x702583457937545900, 1760118921086x941497076227920600, 1753465897836x101289632151690960, 1746548006831x128230088489826860, 1768844277981x664142917381285000, 1744743906400x631087870982087000, 1758147388607x898014240790697700, 1750783679107x801419812763124500, 1750436264420x989591292213482400, 1763509156539x144450665564595840, 1758568877707x715638242996164100, 1766070455303x639821695383855700, 1754949567759x639105313824555300, 1753985929691x853149258569598100, 1744737250347x219277345743008400, 1746467711533x453074785848415400, 1762271200864x775090106640580500",false,,,,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056446773-19904b00-a0e0-41db-9f57-e2958f0e5639,2026-04-13 05:00:46.773000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,,,search,search,/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,search,search,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,page
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056127431-cde9ed51-3566-405a-abb3-2c71f652bfa8,2026-04-13 04:55:27.431000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,Other,,,,,,,,,,main_search,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,Our Lady of Mount Carmel - Littleton,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056128697-3566305a-abb3-4c71-b652-bfa845c89d10,2026-04-13 04:55:28.697000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,Other,,,,,,,,,,main_search,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,Our Lady of Mount Carmel - Littleton,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056129492-abb32c71-f652-4fa8-85c8-9d105ef51990,2026-04-13 04:55:29.492000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,Other,,,,,,,,,,main_search,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,Our Lady of Mount Carmel - Littleton,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056342335-45c89d10-5ef5-4990-8b00-a0e0f1db9f57,2026-04-13 04:59:02.335000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,Other,,,,,,,,,,main_search,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,Our Lady of Mount Carmel - Littleton,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056447511-a0e0f1db-9f57-4295-8f0e-56390027d39f,2026-04-13 05:00:47.511000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,1744335958024x226211831616957250,true,,,,,,,,,,,,main_list,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056497788-d39f179d-62d5-408a-ad0f-4f9bd25ea1c9,2026-04-13 05:01:37.788000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,"1761044854709x307607562836745150, 1771021914207x198452557005754900, 1774573166178x561429420668618400, 1757720364741x595714121363069200, 1748581534531x956271769254002200, 1744907031541x119079844893356540, 1744736810207x919925185055488400, 1751744301621x758526182685981300, 1752182630575x854371423894944000, 1764711530894x480989914892320700, 1749580724532x760028975589297300, 1744319857648x144922844539837200, 1754941249648x796792188496967000, 1748389292320x918627677903932400, 1744260813114x505427712482621440, 1749068120323x412920063824988600, 1746843461447x686795565273950000, 1758120880051x675194275556497400, 1750423781412x480534435350699700, 1771538218470x758525499484679000, 1771545376609x752763268373144000, 1745533127765x291393362647413700, 1763305551668x997299018011994600, 1755271286521x378031808974615550, 1747184079669x994211808429350800, 1762889659042x996969350831174300, 1769719058268x843927058977011000, 1768427614253x929508274229176300, 1748365021326x105262688542451250, 1752687366861x422755081931784260, 1747221865162x703532834449508000, 1764342295066x618134664283571500, 1769635123521x385801932800474700, 1770755356265x111382421474427680, 1747163465846x476237095610093000, 1757355028996x505189727810192200, 1763569204895x378265538177280400, 1745597587022x519433479989605000, 1762364811793x796217509980630800, 1747165674437x491901038958021200, 1744282156200x727555159743162000, 1747170561218x640297169073643000, 1765001972595x338020444395840100, 1751402056748x637551618886434600, 1750784475796x702583457937545900, 1760118921086x941497076227920600, 1753465897836x101289632151690960, 1746548006831x128230088489826860, 1768844277981x664142917381285000, 1744743906400x631087870982087000, 1758147388607x898014240790697700, 1750783679107x801419812763124500, 1750436264420x989591292213482400, 1763509156539x144450665564595840, 1758568877707x715638242996164100, 1766070455303x639821695383855700, 1754949567759x639105313824555300, 1753985929691x853149258569598100, 1744737250347x219277345743008400, 1746467711533x453074785848415400, 1762271200864x775090106640580500",false,,,,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056447825-f1db9f57-e295-4f0e-9639-0027d39f179d,2026-04-13 05:00:47.825000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,"1747398900475x598159844147748100, 1744579851707x640487742075829500, 1751319669665x621437589169731200, 1755533063776x956164571796881400, 1744398484109x785674167096991400, 1746855895334x711816173120128000, 1753911193017x504194995643152640, 1768581853937x610498789092930300, 1744335958024x226211831616957250, 1744748222708x779656090283929300, 1754927931120x470668069008822300, 1749742920378x965836759111504900, 1747216018889x770977089491677400, 1750783674403x491887953737125700, 1759423986281x805514757919405700, 1770943484557x164806709481949200, 1754505203290x671062062407191900, 1775058462201x523059865418210800, 1744751205492x235134337285239230, 1763408145585x201322720695875870, 1763148950401x545361905340972600, 1759930025997x126109694575208930, 1747864432460x772931238395911000, 1763255155587x707008769292458900, 1755621956288x571897163769246900, 1745273541628x945470626229355500, 1759153763139x433792388290277000",false,,,,,,,,,,,,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056447184-4b00a0e0-f1db-4f57-a295-8f0e56390027,2026-04-13 05:00:47.184000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Home%20Services,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Home%20Services,,true,,,,,,,,,,,,sidebar,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,impression
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056341682-f652bfa8-45c8-4d10-9ef5-19904b00a0e0,2026-04-13 04:59:01.682000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,Other,,,,,,,,,,main_search,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,Our Lady of Mount Carmel - Littleton,search
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056341251-2c71f652-bfa8-45c8-9d10-5ef519904b00,2026-04-13 04:59:01.251000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056342029-bfa845c8-9d10-4ef5-9990-4b00a0e0f1db,2026-04-13 04:59:02.029000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
c8568e7e-3d50-4c42-bb09-2e82d03f8167,,ajs-next-1776056446093-9d105ef5-1990-4b00-a0e0-f1db9f57e295,2026-04-13 05:00:46.092000+00:00,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,?query=&category=Other,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search?query=&category=Other,,,,,,,,,,,,,search,,"[{'brand': 'Google Chrome', 'version': '147'}, {'brand': 'Not.A/Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '147'}]",True,Android,,,button_click
