originalTimestamp,messageId,anonymousId,userId,name,category,userAgent,page.path,page.referrer,page.search,page.title,page.url,userAgentData.brands,userAgentData.mobile,userAgentData.platform,business_id,location,sponsored_listing,path,referrer,search,title,url,category_properties,name_properties,button_name,city,search_text,parish,traits,address,other_category,description,display_email,business_name,main_category,phone,sub_category,website,email,input_value,input_num,input_name,event_type
2025-10-17 23:21:16.677000+00:00,ajs-next-1760743276677-22c72fac-c17b-4760-8f17-3c2324a77af5,f67022c7-2fac-417b-b760-4f173c2324a7,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:09:35.547000+00:00,ajs-next-1760742575547-3a62cfba-91c1-48a9-b1f5-e15afc95e684,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,sidebar,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:09:48.102000+00:00,ajs-next-1760742588102-b1684150-b6ae-4857-9957-876ab6935716,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/how_it_works/1760742181871x300574672900525630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1760742181871x300574672900525630,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,navbar,,,,,,,,,logo,,,,,,,,,,,,,,,,,,button_click
2025-10-17 23:03:56.701000+00:00,ajs-next-1760742236701-0918c897-942b-4602-8b69-e4aff4ed88ab,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:09:40.108000+00:00,ajs-next-1760742580108-0cc7b168-4150-46ae-9857-9957876ab693,97e3e844-0918-4897-942b-a6028b69e4af,,how_it_works,how_it_works,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/how_it_works/1760742181871x300574672900525630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1760742181871x300574672900525630,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,/how_it_works/1760742181871x300574672900525630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1760742181871x300574672900525630,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,page
2025-10-17 23:09:35.855000+00:00,ajs-next-1760742575855-cfba91c1-68a9-41f5-a15a-fc95e684b9f9,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,1750436264420x989591292213482400,main_list,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:09:36.159000+00:00,ajs-next-1760742576159-91c168a9-71f5-415a-bc95-e684b9f911f4,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1757355028996x505189727810192200, 1746843461447x686795565273950000, 1745533127765x291393362647413700, 1747864432460x772931238395911000, 1744736810207x919925185055488400, 1753135741395x558904608479141570, 1758312173588x895819358343598700, 1747185390251x665604546429507900, 1744157592334x292550965261606100, 1751224250248x539537516841198200, 1755533063776x956164571796881400, 1746765568691x979794717919274100, 1749580724532x760028975589297300, 1745273541628x945470626229355500, 1754084205128x675147807630683600, 1747827548541x313848517899538500, 1744579851707x640487742075829500, 1752687366861x422755081931784260, 1758120880051x675194275556497400, 1747183179554x540122160625888100, 1744134674881x127285411168640110, 1750784475796x702583457937545900, 1754949567759x639105313824555300, 1746635677548x343522492232585660, 1744760380914x558772773612561600, 1753985929691x853149258569598100, 1744397288473x909294892772270800, 1751749348389x952656707958261400, 1747165674437x491901038958021200, 1743547361284x291138005899707260, 1750783679107x801419812763124500, 1749057953945x756346430245684600, 1744751205492x235134337285239230, 1753911193017x504194995643152640, 1760118921086x941497076227920600, 1747420152884x437771544876149700, 1744335958024x226211831616957250, 1757437593796x460281345015416640, 1746938798847x931997689495082400, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1754624056001x759184470890143000, 1746467711533x453074785848415400, 1748581534531x956271769254002200, 1744743906400x631087870982087000, 1759423986281x805514757919405700, 1747398900475x598159844147748100, 1744282156200x727555159743162000, 1751402056748x637551618886434600, 1757369121056x350487849823425600, 1749742920378x965836759111504900, 1745597587022x519433479989605000, 1754505203290x671062062407191900, 1748365021326x105262688542451250, 1744737250347x219277345743008400, 1753374338412x209529915103450200, 1758568877707x715638242996164100, 1747216018889x770977089491677400, 1744175271939x575064790204550460, 1751319669665x621437589169731200, 1755621956288x571897163769246900, 1746827109704x963221719337950200, 1745528732739x896561533370513300, 1747848709032x210920410073364830, 1744643921578x315333816253624100, 1752717497153x537286585580736960, 1758147388607x898014240790697700, 1747184079669x994211808429350800, 1750785338983x949958887494882000, 1755271286521x378031808974615550, 1749173974503x736079030141835600, 1744907031541x119079844893356540, 1754081360962x724252535884739300, 1744398484109x785674167096991400, 1752182630575x854371423894944000, 1757720364741x595714121363069200, 1747170561218x640297169073643000, 1750784029587x963255839088365200, 1754941249648x796792188496967000, 1746631267951x741803061642879500, 1749068120323x412920063824988600, 1753982403438x535213824960417500, 1760458225389x690604949380638100, 1747594874125x270237571814453630, 1744391553368x301043576290850300, 1751744301621x758526182685981300, 1757438153395x416809556103947500, 1747163465846x476237095610093000, 1743549178851x847080663521240200, 1750783674403x491887953737125700, 1754927931120x470668069008822300, 1746548006831x128230088489826860, 1744748222708x779656090283929300, 1753909381745x872991521395046100, 1759930025997x126109694575208930, 1747415704843x665338483592092500, 1744319857648x144922844539837200, 1751425811600x127124815802215140, 1746855895334x711816173120128000, 1750423781412x480534435350699700, 1748389292320x918627677903932400, 1744740154739x566945822952470660, 1753465897836x101289632151690960, 1759153763139x433792388290277000, 1747221865162x703532834449508000, 1744260813114x505427712482621440",,false,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:09:26.644000+00:00,ajs-next-1760742566644-22505b0b-d503-4ab1-9a74-8d3c524df7b8,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,navbar,,,,,,,,,logo,,,,,,,,,,,,,,,,,,button_click
2025-10-17 23:09:49.316000+00:00,ajs-next-1760742589316-6146a5dd-dd19-4621-8c59-05de1a23959e,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:10:08.106000+00:00,ajs-next-1760742608106-fc0c7991-db17-46d0-8864-001adef36a1c,97e3e844-0918-4897-942b-a6028b69e4af,,how_it_works,how_it_works,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/how_it_works/1760742181871x300574672900525630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1760742181871x300574672900525630,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,/how_it_works/1760742181871x300574672900525630,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/how_it_works/1760742181871x300574672900525630,how_it_works,how_it_works,,,,,,,,,,,,,,,,,,,page
2025-10-17 23:10:09.512000+00:00,ajs-next-1760742609512-e2f24eaa-04f6-43a7-88d0-01265e7bcc9d,97e3e844-0918-4897-942b-a6028b69e4af,,search,search,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,,,,,,,,,,,,,,page
2025-10-17 23:10:44.607000+00:00,ajs-next-1760742644607-28d8948e-3dec-4950-9468-5a5db59ec9b1,97e3e844-0918-4897-942b-a6028b69e4af,,index,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,page
2025-10-17 23:09:48.837000+00:00,ajs-next-1760742588837-8f9a6146-a5dd-4d19-a621-8c5905de1a23,97e3e844-0918-4897-942b-a6028b69e4af,,index,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,,,/,https://coloradocatholicbusinessdirectory.com/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,page
2025-10-17 23:10:45.094000+00:00,ajs-next-1760742645094-948e3dec-a950-4468-9a5d-b59ec9b1bc90,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960",,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:10:10.358000+00:00,ajs-next-1760742610358-c066c56b-740d-4619-8959-7f13492e364f,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,"1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500, 1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400",,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-17 23:09:30.236000+00:00,ajs-next-1760742570236-5b0bd503-fab1-4a74-8d3c-524df7b8f2b9,97e3e844-0918-4897-942b-a6028b69e4af,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",/,https://coloradocatholics.biz/,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Google Chrome', 'version': '141'}, {'brand': 'Not?A_Brand', 'version': '8'}, {'brand': 'Chromium', 'version': '141'}]",False,Windows,,navbar,,,,,,,,,logo,,,,,,,,,,,,,,,,,,button_click
2025-10-17 23:21:16.666000+00:00,ajs-next-1760743276666-76f67022-c72f-4cc1-bb77-604f173c2324,f67022c7-2fac-417b-b760-4f173c2324a7,,index,index,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,,,,/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,index,index,,,,,,,,,,,,,,,,,,,page
2025-10-17 23:21:16.992000+00:00,ajs-next-1760743276992-2facc17b-7760-4f17-bc23-24a77af50d4f,f67022c7-2fac-417b-b760-4f173c2324a7,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",/,,,Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/,"[{'brand': 'Not:A-Brand', 'version': '24'}, {'brand': 'Chromium', 'version': '134'}]",False,Windows,"1744335958024x226211831616957250, 1743547621069x279645472884266780, 1750436264420x989591292213482400, 1753374338412x209529915103450200, 1752717497153x537286585580736960, 1753982403438x535213824960417500, 1743549178851x847080663521240200, 1744579851707x640487742075829500",,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-18 00:24:20.802000+00:00,ajs-next-1760747060802-481a315f-1dea-4f39-9f5b-399ec5e4e13d,6f32c17e-481a-415f-9dea-ef391f5b399e,,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,"[{'brand': 'Not?A_Brand', 'version': '99'}, {'brand': 'Samsung Internet', 'version': '28.0'}, {'brand': 'Chromium', 'version': '130'}]",True,Android,1748389292320x918627677903932400,,,,,,,,,,visit_website,,,,,,,,,,,,,,,,,,button_click
2025-10-18 00:24:48.787000+00:00,ajs-next-1760747088787-315f1dea-ef39-4f5b-b99e-c5e4e13d4a01,6f32c17e-481a-415f-9dea-ef391f5b399e,,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,"[{'brand': 'Not?A_Brand', 'version': '99'}, {'brand': 'Samsung Internet', 'version': '28.0'}, {'brand': 'Chromium', 'version': '130'}]",True,Android,1748389292320x918627677903932400,,,,,,,,,,visit_website,,,,,,,,,,,,,,,,,,button_click
2025-10-18 00:23:42.899000+00:00,ajs-next-1760747022899-c17e481a-315f-4dea-af39-1f5b399ec5e4,6f32c17e-481a-415f-9dea-ef391f5b399e,,,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,"[{'brand': 'Not?A_Brand', 'version': '99'}, {'brand': 'Samsung Internet', 'version': '28.0'}, {'brand': 'Chromium', 'version': '130'}]",True,Android,1748389292320x918627677903932400,,,,,,,,,,visit_website,,,,,,,,,,,,,,,,,,button_click
2025-10-18 00:23:00.481000+00:00,ajs-next-1760746980481-f86f32c1-7e48-4a31-9f1d-eaef391f5b39,6f32c17e-481a-415f-9dea-ef391f5b399e,,business_profile,profile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,"[{'brand': 'Not?A_Brand', 'version': '99'}, {'brand': 'Samsung Internet', 'version': '28.0'}, {'brand': 'Chromium', 'version': '130'}]",True,Android,1748389292320x918627677903932400,,,/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/solomon-l-carrico-pipemaker-1748389292320x918627677903932400,profile,business_profile,,,,,,,,,,,,,,,,,,,page
2025-10-18 02:58:36.246000+00:00,ajs-next-1760756316246-b4348ca7-a28c-4b5e-9ee5-073f57cad36b,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,sidebar,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-18 02:57:54.109000+00:00,ajs-next-1760756274109-b8ffa00c-b39a-4eea-bfae-aafe9863c7bb,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,sidebar,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-18 02:58:51.704000+00:00,ajs-next-1760756331704-4ffd714e-c1e4-4dcf-bbc0-4a7341e42992,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,sidebar,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-18 03:01:55.804000+00:00,ajs-next-1760756515804-769e5451-ffa4-4b43-9a1c-a9b59fa74abb,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,,map_maker,,,,,,,,,,,,,,,,,,button_click
2025-10-18 02:57:54.414000+00:00,ajs-next-1760756274414-a00cb39a-feea-4fae-aafe-9863c7bbaa8e,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,1752717497153x537286585580736960,main_list,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-18 02:58:36.549000+00:00,ajs-next-1760756316549-8ca7a28c-db5e-4ee5-873f-57cad36bdfb5,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,1744335958024x226211831616957250,main_list,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
2025-10-18 02:59:30.064000+00:00,ajs-next-1760756370064-e4fa0a87-22c6-4e60-bb72-b8ddfe306467,e7356290-7674-4b7f-9ede-5d4d303b2776,,search,search,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,search,search,,,,,,,,,,,,,,,,,,,page
2025-10-18 02:58:42.292000+00:00,ajs-next-1760756322292-db5e1ee5-073f-47ca-936b-dfb5da0cf637,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,1747183179554x540122160625888100,,false,,,,,,,,profile_arrow,,,,,,,,,,,,,,,,,,button_click
2025-10-18 02:58:43.150000+00:00,ajs-next-1760756323150-48db18e1-8d6d-44a3-933f-0c6e4ed305d2,e7356290-7674-4b7f-9ede-5d4d303b2776,,business_profile,profile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/business_profile/gravinas-window-center-of-littleton-1747183179554x540122160625888100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/gravinas-window-center-of-littleton-1747183179554x540122160625888100,,,,1747183179554x540122160625888100,,,/business_profile/gravinas-window-center-of-littleton-1747183179554x540122160625888100,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/gravinas-window-center-of-littleton-1747183179554x540122160625888100,profile,business_profile,,,,,,,,,,,,,,,,,,,page
2025-10-18 02:59:30.369000+00:00,ajs-next-1760756370369-0a8722c6-3e60-4b72-b8dd-fe306467f578,e7356290-7674-4b7f-9ede-5d4d303b2776,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.96 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,sidebar,true,,,,,,,,,,,,,,,,,,,,,,,,,,impression
