userId,name,anonymousId,originalTimestamp,category,messageId,userAgent,page.path,page.referrer,page.search,page.title,page.url,path,referrer,search,title,url,business_id,category_properties,name_properties,userAgentData.brands,userAgentData.mobile,userAgentData.platform,sponsored_listing,button_name,location,traits,search_text,event_type
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:54.819000+00:00,,ajs-next-1774584174819-cfd541ad-e3be-4497-8609-39b7bff2e827,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,"1763305551668x997299018011994600, 1759930025997x126109694575208930, 1747165674437x491901038958021200, 1747185390251x665604546429507900, 1754624056001x759184470890143000, 1747415704843x665338483592092500, 1771003581692x955050931630977700, 1755271286521x378031808974615550, 1745597587022x519433479989605000, 1744397288473x909294892772270800, 1761919898226x928695665795906700, 1744736810207x919925185055488400, 1748365021326x105262688542451250, 1744643921578x315333816253624100, 1743547621069x279645472884266780, 1762889659042x996969350831174300, 1765001972595x338020444395840100, 1774573166178x561429420668618400, 1761762460002x434978052003146300, 1770152894907x464897480736850900, 1752687366861x422755081931784260, 1750785338983x949958887494882000, 1760458225389x690604949380638100, 1764893879099x465248075524681500, 1761930377989x951815782791809400, 1747184079669x994211808429350800, 1744760380914x558772773612561600, 1768238584049x399775147114029200, 1758568877707x715638242996164100, 1754084205128x675147807630683600, 1751744301621x758526182685981300, 1746548006831x128230088489826860, 1747216018889x770977089491677400, 1757438153395x416809556103947500, 1760118921086x941497076227920600, 1746467711533x453074785848415400, 1748389292320x918627677903932400, 1768426055630x579798080961828200, 1744907031541x119079844893356540, 1754949567759x639105313824555300, 1758147388607x898014240790697700, 1747398900475x598159844147748100, 1763509156539x144450665564595840, 1753985929691x853149258569598100, 1770755356265x111382421474427680, 1757369121056x350487849823425600, 1747420152884x437771544876149700, 1762271200864x775090106640580500, 1750423781412x480534435350699700, 1768584016102x834619843946063900, 1749580724532x760028975589297300, 1758120880051x675194275556497400, 1750784475796x702583457937545900, 1744335958024x226211831616957250, 1766011883106x917993758751800300, 1763255155587x707008769292458900, 1746938798847x931997689495082400, 1763148950401x545361905340972600, 1757437593796x460281345015416640, 1757720364741x595714121363069200, 1772482882558x843076024552954900, 1751425811600x127124815802215140, 1754505203290x671062062407191900, 1751402056748x637551618886434600, 1754941249648x796792188496967000, 1769635123521x385801932800474700, 1771021914207x198452557005754900, 1749742920378x965836759111504900, 1771436045389x658317953644361100, 1772982809798x739419868972941400, 1755621956288x571897163769246900, 1763672237927x725969385673238800, 1747827548541x313848517899538500, 1746635677548x343522492232585660, 1747163465846x476237095610093000, 1768427614253x929508274229176300, 1759153763139x433792388290277000, 1764963280733x431041418968701760, 1747183179554x540122160625888100, 1763569204895x378265538177280400, 1749057953945x756346430245684600, 1751319669665x621437589169731200, 1762364811793x796217509980630800, 1755533063776x956164571796881400, 1748581534531x956271769254002200, 1768844277981x664142917381285000, 1744175271939x575064790204550460, 1754081360962x724252535884739300, 1758312173588x895819358343598700, 1744282156200x727555159743162000, 1763408145585x201322720695875870, 1771517879190x523242735258870900, 1751224250248x539537516841198200, 1744748222708x779656090283929300, 1771538218470x758525499484679000, 1749173974503x736079030141835600, 1746827109704x963221719337950200, 1744740154739x566945822952470660, 1753909381745x872991521395046100, 1744134674881x127285411168640110, 1746855895334x711816173120128000, 1768581853937x610498789092930300, 1743549178851x847080663521240200, 1747864432460x772931238395911000, 1770943484557x164806709481949200, 1766070455303x639821695383855700, 1771545376609x752763268373144000, 1745528732739x896561533370513300, 1754927931120x470668069008822300, 1746631267951x741803061642879500, 1744743906400x631087870982087000, 1749068120323x412920063824988600, 1751749348389x952656707958261400, 1753982403438x535213824960417500, 1744260813114x505427712482621440, 1744579851707x640487742075829500, 1752717497153x537286585580736960, 1750783674403x491887953737125700, 1744751205492x235134337285239230, 1746765568691x979794717919274100, 1757355028996x505189727810192200, 1747221865162x703532834449508000, 1744737250347x219277345743008400, 1762957766158x632118084948257900, 1765399408996x262641226191956400, 1747170561218x640297169073643000, 1750436264420x989591292213482400, 1745273541628x945470626229355500, 1753374338412x209529915103450200, 1753135741395x558904608479141570, 1744391553368x301043576290850300, 1761762406893x958878656538368500, 1750783679107x801419812763124500, 1771433486472x495156137805681660, 1747594874125x270237571814453630, 1764342295066x618134664283571500, 1752182630575x854371423894944000, 1761044854709x307607562836745150, 1744398484109x785674167096991400, 1746843461447x686795565273950000, 1744157592334x292550965261606100, 1753911193017x504194995643152640, 1753465897836x101289632151690960, 1747848709032x210920410073364830, 1764781838221x716772635359430500, 1759423986281x805514757919405700, 1769719058268x843927058977011000, 1750784029587x963255839088365200, 1744319857648x144922844539837200, 1745533127765x291393362647413700, 1765991015203x350068785849064760, 1764711530894x480989914892320700",,,,,,false,,,,,impression
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:26.930000+00:00,,ajs-next-1774584146930-d9e7c973-8c9e-4733-b848-812ed752c7b6,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,"1754084205128x675147807630683600, 1762889659042x996969350831174300, 1750785338983x949958887494882000, 1745597587022x519433479989605000, 1746631267951x741803061642879500, 1766011883106x917993758751800300, 1748581534531x956271769254002200, 1745533127765x291393362647413700, 1744319857648x144922844539837200, 1746827109704x963221719337950200, 1757369121056x350487849823425600, 1761762406893x958878656538368500, 1763305551668x997299018011994600, 1745273541628x945470626229355500, 1771436045389x658317953644361100, 1760118921086x941497076227920600, 1744397288473x909294892772270800, 1754949567759x639105313824555300, 1752717497153x537286585580736960, 1747398900475x598159844147748100, 1750784475796x702583457937545900, 1744740154739x566945822952470660, 1744282156200x727555159743162000, 1744737250347x219277345743008400, 1754941249648x796792188496967000, 1771003581692x955050931630977700, 1768584016102x834619843946063900, 1746467711533x453074785848415400, 1755533063776x956164571796881400, 1747216018889x770977089491677400, 1763509156539x144450665564595840, 1747827548541x313848517899538500, 1755271286521x378031808974615550, 1754927931120x470668069008822300, 1761044854709x307607562836745150, 1743549178851x847080663521240200, 1764893879099x465248075524681500, 1747415704843x665338483592092500, 1763148950401x545361905340972600, 1761919898226x928695665795906700, 1763569204895x378265538177280400, 1747864432460x772931238395911000, 1744335958024x226211831616957250, 1771433486472x495156137805681660, 1743547621069x279645472884266780, 1754505203290x671062062407191900, 1762957766158x632118084948257900, 1751749348389x952656707958261400, 1770152894907x464897480736850900, 1758312173588x895819358343598700, 1744748222708x779656090283929300, 1751744301621x758526182685981300, 1747183179554x540122160625888100, 1753911193017x504194995643152640, 1744743906400x631087870982087000, 1746765568691x979794717919274100, 1765001972595x338020444395840100, 1747594874125x270237571814453630, 1746548006831x128230088489826860, 1768238584049x399775147114029200, 1749173974503x736079030141835600, 1770943484557x164806709481949200, 1753135741395x558904608479141570, 1772982809798x739419868972941400, 1747165674437x491901038958021200, 1771538218470x758525499484679000, 1744907031541x119079844893356540, 1753909381745x872991521395046100, 1746843461447x686795565273950000, 1744398484109x785674167096991400, 1772482882558x843076024552954900, 1765399408996x262641226191956400, 1768581853937x610498789092930300, 1759153763139x433792388290277000, 1747163465846x476237095610093000, 1747221865162x703532834449508000, 1747848709032x210920410073364830, 1757437593796x460281345015416640, 1744134674881x127285411168640110, 1744579851707x640487742075829500, 1750784029587x963255839088365200, 1762271200864x775090106640580500, 1762364811793x796217509980630800, 1764963280733x431041418968701760, 1764781838221x716772635359430500, 1770755356265x111382421474427680, 1744260813114x505427712482621440, 1763255155587x707008769292458900, 1749057953945x756346430245684600, 1748389292320x918627677903932400, 1771517879190x523242735258870900, 1745528732739x896561533370513300, 1763672237927x725969385673238800, 1765991015203x350068785849064760, 1748365021326x105262688542451250, 1749580724532x760028975589297300, 1760458225389x690604949380638100, 1752687366861x422755081931784260, 1744391553368x301043576290850300, 1751425811600x127124815802215140, 1774573166178x561429420668618400, 1764711530894x480989914892320700, 1752182630575x854371423894944000, 1744736810207x919925185055488400, 1758147388607x898014240790697700, 1771545376609x752763268373144000, 1761762460002x434978052003146300, 1744751205492x235134337285239230, 1747170561218x640297169073643000, 1754081360962x724252535884739300, 1769635123521x385801932800474700, 1758120880051x675194275556497400, 1763408145585x201322720695875870, 1753465897836x101289632151690960, 1744157592334x292550965261606100, 1759423986281x805514757919405700, 1747185390251x665604546429507900, 1747420152884x437771544876149700, 1754624056001x759184470890143000, 1764342295066x618134664283571500, 1757720364741x595714121363069200, 1758568877707x715638242996164100, 1744175271939x575064790204550460, 1750423781412x480534435350699700, 1746855895334x711816173120128000, 1768427614253x929508274229176300, 1749742920378x965836759111504900, 1761930377989x951815782791809400, 1768426055630x579798080961828200, 1750436264420x989591292213482400, 1769719058268x843927058977011000, 1749068120323x412920063824988600, 1751224250248x539537516841198200, 1746635677548x343522492232585660, 1750783679107x801419812763124500, 1747184079669x994211808429350800, 1751319669665x621437589169731200, 1757355028996x505189727810192200, 1771021914207x198452557005754900, 1757438153395x416809556103947500, 1751402056748x637551618886434600, 1753374338412x209529915103450200, 1755621956288x571897163769246900, 1766070455303x639821695383855700, 1750783674403x491887953737125700, 1753982403438x535213824960417500, 1753985929691x853149258569598100, 1744760380914x558772773612561600, 1746938798847x931997689495082400, 1768844277981x664142917381285000, 1744643921578x315333816253624100, 1759930025997x126109694575208930",,,,,,false,,,,,impression
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:43.067000+00:00,,ajs-next-1774584163067-47337848-812e-4752-87b6-ea5de6b2471d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,1752687366861x422755081931784260,,,,,,false,more_info_text_map,,,,button_click
,search,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:53.878000+00:00,search,ajs-next-1774584173878-3c25b557-165b-4fd5-81ad-e3be94974609,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,search,search,,,,,,,,,page
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:37.769000+00:00,,ajs-next-1774584157769-8c9e4733-7848-412e-9752-c7b6ea5de6b2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,map_maker,,,,button_click
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:54.181000+00:00,,ajs-next-1774584174181-b557165b-cfd5-41ad-a3be-9497460939b7,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,,sidebar,,,impression
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:26.617000+00:00,,ajs-next-1774584146617-2281d9e7-c973-4c9e-8733-7848812ed752,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,1744335958024x226211831616957250,,,,,,true,,main_list,,,impression
,business_profile,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:03:31.936000+00:00,profile,ajs-next-1774584211936-997b9819-b1d3-49fb-89ef-d69809fa631d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/business_profile/tekwise-financial-planners-1744391553368x301043576290850300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tekwise-financial-planners-1744391553368x301043576290850300,/business_profile/tekwise-financial-planners-1744391553368x301043576290850300,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/tekwise-financial-planners-1744391553368x301043576290850300,1744391553368x301043576290850300,profile,business_profile,,,,,,,,,page
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:26.314000+00:00,,ajs-next-1774584146314-e9d52281-d9e7-4973-8c9e-47337848812e,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,true,,sidebar,,,impression
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:33.734000+00:00,,ajs-next-1774584153734-c9738c9e-4733-4848-812e-d752c7b6ea5d,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,map_maker,,,,button_click
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:03:31.028000+00:00,,ajs-next-1774584211028-460939b7-bff2-4827-ad84-d9d9aca99ac7,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,1744391553368x301043576290850300,,,,,,false,more_info_text_map,,,,button_click
,business_profile,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:44.176000+00:00,profile,ajs-next-1774584164176-437436a5-b945-421e-bc17-1b1fa8d9d639,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/business_profile/castle-frenchies-1752687366861x422755081931784260,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/castle-frenchies-1752687366861x422755081931784260,/business_profile/castle-frenchies-1752687366861x422755081931784260,https://coloradocatholicbusinessdirectory.com/,,| Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/business_profile/castle-frenchies-1752687366861x422755081931784260,1752687366861x422755081931784260,profile,business_profile,,,,,,,,,page
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:03:27.149000+00:00,,ajs-next-1774584207149-94974609-39b7-4ff2-a827-2d84d9d9aca9,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,,,,,,,,map_maker,,,,button_click
,,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:54.488000+00:00,,ajs-next-1774584174488-165bcfd5-41ad-43be-9497-460939b7bff2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,,,,,1753374338412x209529915103450200,,,,,,true,,main_list,,,impression
,search,5248f808-37eb-4598-9f3c-ce1b37485255,2026-03-27 04:02:26.011000+00:00,search,ajs-next-1774584146011-315be9d5-2281-49e7-8973-8c9e47337848,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1",/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,/search,https://coloradocatholicbusinessdirectory.com/,,Search | Colorado Catholic Business Directory,https://coloradocatholicbusinessdirectory.com/search,,search,search,,,,,,,,,page
